      207	2023-11-01 05:35:45	1	5	1	0
      206	2023-11-01 05:50:00	1	5	1	0
      208	2023-11-01 06:40:11	1	5	1	0
      209	2023-11-01 06:49:29	1	5	1	0
      279	2023-11-01 07:14:51	1	5	1	0
      216	2023-11-01 07:27:47	1	5	15	0
      241	2023-11-01 07:28:25	1	5	1	0
      237	2023-11-01 07:33:30	1	5	1	0
      280	2023-11-01 07:39:06	1	5	1	0
      215	2023-11-01 07:39:11	1	5	1	0
      262	2023-11-01 07:41:32	1	5	1	0
      221	2023-11-01 07:42:35	1	5	1	0
      219	2023-11-01 07:44:26	1	5	1	0
      247	2023-11-01 07:45:29	1	5	1	0
      236	2023-11-01 07:46:48	1	5	1	0
      265	2023-11-01 07:47:20	1	5	1	0
      264	2023-11-01 07:47:58	1	5	1	0
      246	2023-11-01 07:48:49	1	5	1	0
      244	2023-11-01 07:49:32	1	5	1	0
      281	2023-11-01 07:54:02	1	5	1	0
      220	2023-11-01 07:59:29	1	5	1	0
      263	2023-11-01 08:01:57	1	5	1	0
      266	2023-11-01 08:02:07	1	5	1	0
      224	2023-11-01 08:02:21	1	5	1	0
      234	2023-11-01 08:02:37	1	5	1	0
      274	2023-11-01 08:02:42	1	5	1	0
      245	2023-11-01 08:02:57	1	5	1	0
      245	2023-11-01 08:02:58	1	5	1	0
      242	2023-11-01 08:03:00	1	5	1	0
      273	2023-11-01 08:03:06	1	5	1	0
      249	2023-11-01 08:03:12	1	5	1	0
      256	2023-11-01 08:03:15	1	5	1	0
      277	2023-11-01 08:03:20	1	5	1	0
      238	2023-11-01 08:03:25	1	5	1	0
      267	2023-11-01 08:03:28	1	5	1	0
      268	2023-11-01 08:03:38	1	5	1	0
      269	2023-11-01 08:04:09	1	5	1	0
      258	2023-11-01 08:05:25	1	5	1	0
      222	2023-11-01 08:05:33	1	5	1	0
      270	2023-11-01 08:05:50	1	5	1	0
      259	2023-11-01 08:06:19	1	5	1	0
      260	2023-11-01 08:06:33	1	5	1	0
      248	2023-11-01 08:06:56	1	5	1	0
      255	2023-11-01 08:07:15	1	5	1	0
      250	2023-11-01 08:07:31	1	5	1	0
      243	2023-11-01 08:07:46	1	5	1	0
      214	2023-11-01 08:08:04	1	5	1	0
      276	2023-11-01 08:08:41	1	5	1	0
      271	2023-11-01 08:09:27	1	5	1	0
      233	2023-11-01 08:12:15	1	5	1	0
      232	2023-11-01 08:12:53	1	5	1	0
      229	2023-11-01 08:19:36	1	5	1	0
      205	2023-11-01 08:20:00	1	5	1	0
      205	2023-11-01 08:20:01	1	5	1	0
      211	2023-11-01 08:20:09	1	5	1	0
      210	2023-11-01 08:21:16	1	5	1	0
      254	2023-11-01 08:34:53	1	5	1	0
      251	2023-11-01 08:34:56	1	5	1	0
      252	2023-11-01 08:34:58	1	5	1	0
      252	2023-11-01 08:35:00	1	5	1	0
      275	2023-11-01 08:36:14	1	5	1	0
      278	2023-11-01 08:36:38	1	5	1	0
      228	2023-11-01 08:59:59	1	5	1	0
      225	2023-11-01 09:00:10	1	5	1	0
      261	2023-11-01 09:11:46	1	5	1	0
      235	2023-11-01 09:13:12	1	5	1	0
      279	2023-11-01 13:18:48	1	5	1	0
      277	2023-11-01 13:27:28	1	5	1	0
      209	2023-11-01 13:54:01	1	5	1	0
      224	2023-11-01 13:58:33	1	5	1	0
      206	2023-11-01 14:00:10	1	5	1	0
      207	2023-11-01 14:00:21	1	5	1	0
      208	2023-11-01 14:08:25	1	5	1	0
      234	2023-11-01 14:42:50	1	5	1	0
      229	2023-11-01 14:55:36	1	5	1	0
      261	2023-11-01 15:31:14	1	5	1	0
      278	2023-11-01 15:32:34	1	5	1	0
      275	2023-11-01 15:35:40	1	5	1	0
      255	2023-11-01 15:36:20	1	5	1	0
      268	2023-11-01 15:36:29	1	5	1	0
      269	2023-11-01 15:36:31	1	5	1	0
      252	2023-11-01 15:36:53	1	5	1	0
      246	2023-11-01 15:36:58	1	5	1	0
      251	2023-11-01 15:37:29	1	5	1	0
      254	2023-11-01 15:37:31	1	5	1	0
      266	2023-11-01 15:37:45	1	5	1	0
      276	2023-11-01 15:37:56	1	5	1	0
      260	2023-11-01 15:38:06	1	5	1	0
      280	2023-11-01 15:38:08	1	5	1	0
      281	2023-11-01 15:38:27	1	5	1	0
      215	2023-11-01 15:39:05	1	5	1	0
      233	2023-11-01 15:39:11	1	5	1	0
      256	2023-11-01 15:39:21	1	5	1	0
      257	2023-11-01 15:40:15	1	5	1	0
      258	2023-11-01 15:40:32	1	5	1	0
      248	2023-11-01 15:42:16	1	5	1	0
      241	2023-11-01 15:42:20	1	5	1	0
      259	2023-11-01 15:42:33	1	5	1	0
      242	2023-11-01 15:45:31	1	5	1	0
      273	2023-11-01 15:47:38	1	5	1	0
      239	2023-11-01 15:49:02	1	5	15	0
      239	2023-11-01 15:49:04	1	5	1	0
      239	2023-11-01 15:49:05	1	5	15	0
      274	2023-11-01 15:49:21	1	5	1	0
